Entry,ID,MAX_OCC,MaxOccNo,LAT,LON
57,027-0019,9,9,47.835272000000000,-103.640690000000000
58,027-0021,18,18,47.850841000000000,-104.036472000000000
59,027-0021,10,10,47.850841000000000,-104.036472000000000
60,027-0022,25,25,47.850841000000000,-104.036472000000000
61,027-0024,15,15,47.801108999999900,-103.285985999999000
62,027-0025,240,240,47.689076999999900,-103.261737999999000
63,027-0026,8,8,47.805473999999900,-103.441687000000000
64,027-0027,12,12,47.851275000000000,-104.046390000000000
65,027-0029,36,36,47.799345000000000,-103.283109000000000
66,027-0030,15,15,47.803221999999900,-103.286131999999000
